Drug,PMID,PubDate,Journal,Title,Source
CYCLOPHOSPHAMIDE,42525883,2026 Jul 1,J Vet Intern Med,Survival outcomes of dogs with multicentric lymphoma treated with sequential half-body radiotherapy and L-CHOP without maintenance chemotherapy.,PubMed
CYCLOPHOSPHAMIDE,42516815,2026 May,Int J Reprod Biomed,Selenium mitigates cyclophosphamide-induced toxicity on sperm quality in mice: An experimental study.,PubMed
CYCLOPHOSPHAMIDE,42512524,2026 Jul 15,Brain Sci,Chemotherapy-Induced Brain Damage: Mechanisms and Insights from Rodent Models.,PubMed
CYCLOPHOSPHAMIDE,42512365,2026 Jul 17,Cancers (Basel),Adverse Events as a Surrogate of Sufficient Pharmacological Exposure in Metronomic Combination Chemotherapy: Extended Real-World Cohort Analysis of the FulVEC Regimen in Metastatic ER+/HER2- Breast Cancer.,PubMed
CYCLOPHOSPHAMIDE,42509956,2026 Jul 15,Children (Basel),Childhood-Onset Lupus Nephritis in the Era of Triple Therapy and Steroid Minimization.,PubMed
CYTARABINE,42556018,2026 Aug 3,Comput Biol Chem,Artificial intelligence for anticancer drug discovery from natural products of macroalgae and sponges: A systematic review.,PubMed
CYTARABINE,42548865,2026 Aug,Food Sci Nutr,Synergistic Anti-Lung Cancer Effects of Cytarabine and a NCBI-Registered Streptococcus via Modulation of Apoptotic and Survival Pathways.,PubMed
CYTARABINE,42512270,2026 Jul 8,Cancers (Basel),Epigenetic Regulation in Acute Myeloid Leukemia: Molecular Mechanisms and Clinical Implications.,PubMed
CYTARABINE,42471330,2026 Jul 18,Blood Cancer J,Newly diagnosed acute myeloid leukemia in Fit patients: 2026 treatment algorithms.,PubMed
CYTARABINE,42449605,2026 Jun 25,Cancers (Basel),"Pharmacological Strategies for Mitigating Cytarabine-Induced Multi-Organ Toxicity: A Scoping Review on Mechanisms, Efficacy and Clinical Implications.",PubMed
CYTARABINE,42448984,2026 Jul 14,Eur J Pediatr,Drug-associated acute pancreatitis in paediatric versus adult reports: a disproportionality analysis using FAERS.,PubMed
CYTARABINE,42445702,2026,Rep Pract Oncol Radiother,Salvage ultra-low-dose radiotherapy for conjunctival mantle cell lymphoma - a case report and literature review.,PubMed
CYTARABINE,42443407,2026 Jul 13,Leukemia,"Randomized phase 2 trial of CPX-351 vs. CLAG-M (cladribine, cytarabine, G-CSF, and mitoxantrone) for medically unfit adults with acute myeloid leukemia or other high-grade myeloid neoplasms.",PubMed
CYTARABINE,42437228,2026 Jun,Cureus,Acute Appendicitis at Stem Cell Infusion During Autologous Transplantation for HIV-Associated Diffuse Large B-cell Lymphoma: A Case Report.,PubMed
CYTARABINE,42430569,2026 Jul,Hematol Oncol,"Intensified Rituximab, Methotrexate, Procarbazine, and Cytarabine (R-MPVA) Regimen With Sequential Addition of Etoposide to R-MPV and Ifosfamide to R-AraC for Newly Diagnosed Primary CNS Lymphoma Patients Aged Between 60 and 70 Years: An LOC Network Study.",PubMed
CYTARABINE,42419338,2026 Aug,Lancet Haematol,"Venetoclax in combination with cytarabine with or without idarubicin or azacitidine in children, adolescents, and young adults with relapsed or refractory acute myeloid leukaemia (VENAML): a multicentre, phase 1 expansion study.",PubMed
CYTARABINE,42405367,2026,J Brown Hosp Med,Enigmatic Case of Adult-Onset Langerhans Cell Histiocytosis with Aggressive Bony Involvement.,PubMed
CYTARABINE,42397629,2026 Jul 3,Int J Hematol,Cytarabine-based induction and oral maintenance therapy for a single system with single-site Langerhans cell histiocytosis.,PubMed
CYTARABINE,42380434,2026 Jun 30,Sci Rep,Anticancer potential of geranyl acetate through RelA gene downregulation in acute myeloid leukemia cells.,PubMed
CYTARABINE,42369147,2026,Front Med (Lausanne),Detection of drug-induced acute respiratory distress syndrome risk signals in FAERS: a real-world pharmacovigilance study.,PubMed
DARATUMUMAB,42566913,2026 Dec,Ann Med,"Limited duration of dexamethasone in newly diagnosed AL amyloidosis: impact on response, toxicity, and survival.",PubMed
DARATUMUMAB,42555232,2026 Aug 10,Expert Rev Hematol,"Daratumumab and hyaluronidase-fihj, a monotherapy for high-risk smoldering multiple myeloma: a shift in preventing active myeloma?",PubMed
DARATUMUMAB,42543782,2026 Aug 2,Br J Haematol,High prevalence of iron deficiency among daratumumab-treated newly diagnosed multiple myeloma patients.,PubMed
DARATUMUMAB,42528221,2026,Biol Pharm Bull,Preventive Effects of Non-sedating and Sedating Histamine H(1) Receptor Antagonists Premedication for Subcutaneous Daratumumab-Associated Infusion-Related Reactions: A Prospective Observational Study.,PubMed
DARATUMUMAB,42502279,2026 Aug,EJHaem,Efficacy and Safety of Daratumumab-Based Regimens in Multiple Myeloma: A Systematic Review and Meta-Analysis of Phase III Randomized Controlled Trials.,PubMed
DARATUMUMAB,42489426,2026 Jul 23,J Oncol Pharm Pract,Acute pancreatitis induced by Daratumumab during multiple myeloma maintenance.,PubMed
DARATUMUMAB,42471354,2026 Jul 18,Blood Cancer J,"Combination of daratumumab, ixazomib, and lenalidomide with or without dexamethasone for initial therapy of newly diagnosed myeloma.",PubMed
DARATUMUMAB,42447565,2026 Jul 9,Biomaterials,A metabolically reprogrammable nanoplatform potentiates photodynamic immunotherapy through glycolytic blockade.,PubMed
DARATUMUMAB,42417837,2026 Jul 8,Ann Hematol,Single low-dose daratumumab enhances rituximab efficacy for sustained remission in treatment-refractory autoimmune cytopenias.,PubMed
DARATUMUMAB,42399199,2026 Aug,Clin Lymphoma Myeloma Leuk,Clinical and Biological Implications of TP53 Abnormalities in Relapsed/Refractory Multiple Myeloma: The DEDALO Study.,PubMed
DARATUMUMAB,42394711,2026,Front Oncol,"Real-world effectiveness and safety of carfilzomib, pomalidomide, and dexamethasone in relapsed/refractory multiple myeloma: a retrospective analysis from China.",PubMed
DARATUMUMAB,42323557,2026 Jun 20,BMC Pulm Med,Pomalidomide-induced acute eosinophilic pneumonia: a case report.,PubMed
DARATUMUMAB,42289016,2026 Jun 14,Ther Innov Regul Sci,Cardiovascular Toxicity of Monoclonal Antibodies Approved for Multiple Myeloma: Evidence Based on FAERS Database.,PubMed
DARATUMUMAB,42236245,2026,Rinsho Ketsueki,[Recent topics in smoldering multiple myeloma: early intervention or active monitoring?].,PubMed
DARATUMUMAB,42227431,2026 Apr,Zhongguo Shi Yan Xue Ye Xue Za Zhi,[A Single Center Real-World Study of the Efficacy of Daratumumab-Based Regimens in the Treatment of Relapsed/Refractory Multiple Myeloma Patients].,PubMed
DOCETAXEL,42584173,2026 Aug 12,Clin Cancer Res,FDA Approval Summary: Erdafitinib for FGFR3-Altered Locally Advanced or Metastatic Urothelial Carcinoma.,PubMed
DOCETAXEL,42582976,2026,Front Oncol,Tetrandrine injection for preventing radiation-induced lung injury in patients with locally advanced esophageal squamous cell carcinoma: a randomized controlled trial protocol.,PubMed
DOCETAXEL,42577021,2026 Jul 15,JMA J,Triplet Therapy (Androgen Deprivation Therapy + Darolutamide + Biweekly Docetaxel) for High-risk Metastatic Castration-sensitive Prostate Cancer (TRIC Study): A Study Protocol for Open-labelled Single-Arm Phase II Clinical Trial.,PubMed
DOCETAXEL,42577017,2026,Front Oncol,Synergistic toxicity and clinical prioritization of docetaxel combined with nintedanib for non-small cell lung cancer: a real-world safety analysis using the FAERS database.,PubMed
DOCETAXEL,42576986,2026 Jul 15,JMA J,"Efficacy of Early Pegfilgrastim Administration during Preoperative Docetaxel, Cisplatin, and 5-Fluorouracil Therapy in Esophageal Cancer.",PubMed
DOCETAXEL,42567422,2026 Aug 7,Eur J Pharm Biopharm,Electrospun PLA: Gelatin core-shell nanofibers for dual delivery of docetaxel and heparin with enhanced in vitro antiproliferative activity.,PubMed
DOCETAXEL,42567299,2026 Aug 7,Eur J Pharmacol,Preclinical evaluation of itraconazole in docetaxel-resistant prostate cancer xenograft models.,PubMed
DOCETAXEL,42562963,2026 Aug 6,Prostate Cancer Prostatic Dis,From fungus fighter to cancer slayer: itraconazole as a multifaceted candidate for drug-resistant prostate cancer.,PubMed
DOCETAXEL,42557826,2026 Aug,Cancer Med,A Novel Aerogel Delivery System Reduces Drug Resistance for Non-Small Cell Lung Cancer Combination Therapy.,PubMed
DOCETAXEL,42546462,2026 Jul 31,Bioorg Chem,"Design, synthesis, in silico, in vitro and in vivo anticancer potential of sulphonamide- ethylamine-triazole-aryl in against triple negative breast cancer and Dalton lymphoma.",PubMed
DOCETAXEL,42546316,2026 Jan-Dec,IET Syst Biol,Double Q-Learning for Intelligent Multi-Drug Scheduling in Cancer Chemotherapy Optimisation.,PubMed
DOCETAXEL,42540918,2026 Jul 1,J Adv Pract Oncol,Concurrent Ocular and Dermatologic Toxicities Associated With Docetaxel Chemotherapy.,PubMed
DOCETAXEL,42527061,2026 Aug,Anticancer Res,Safety and Feasibility of Biweekly Divided-dose of DCF as Neoadjuvant Chemotherapy for Esophageal Squamous Cell Carcinoma.,PubMed
DOCETAXEL,42524480,2026 Jun,Cureus,"Fatal 5-Fluorouracil Toxicity With Hyperammonemic Encephalopathy, Lactic Acidosis, and Pneumatosis Intestinalis Despite Uridine Triacetate Rescue: A Case Report.",PubMed
DOCETAXEL,42512524,2026 Jul 15,Brain Sci,Chemotherapy-Induced Brain Damage: Mechanisms and Insights from Rodent Models.,PubMed
DOXORUBICIN,42593900,,,,PubMed
DOXORUBICIN,42592982,,,,PubMed
DOXORUBICIN,42592018,,,,PubMed
DOXORUBICIN,42589627,,,,PubMed
DOXORUBICIN,42588623,,,,PubMed
DOXORUBICIN,42586674,,,,PubMed
DOXORUBICIN,42585815,,,,PubMed
DOXORUBICIN,42578872,,,,PubMed
DOXORUBICIN,42577579,,,,PubMed
DOXORUBICIN,42577532,,,,PubMed
DURVALUMAB,42591502,2026 Jul 31,Transl Cancer Res,Precision de-escalation of immunotherapy in extensive-stage small cell lung cancer: a case report on ctDNA-guided management in a long-term survivor.,PubMed
DURVALUMAB,42583046,2026 Jul 31,Transl Lung Cancer Res,Immune-preserving radiotherapy and perioperative immunotherapy in stage III NSCLC: a narrative review of current management and future directions for IIIA/IIIB NSCLC.,PubMed
DURVALUMAB,42581755,2026 Aug 12,Int J Cancer,"Outcomes of Cisplatin, Gemcitabine, and Durvalumab According to TOPAZ-1 Study Eligibility: A Large Global Analysis in a Real-World Setting.",PubMed
DURVALUMAB,42564814,2026,Case Rep Cardiol,The Dyspnea Dilemma: Immune Checkpoint Inhibitor-Associated Myocarditis Mimicking Overlapping Cardiac Pathologies-A Case Report.,PubMed
DURVALUMAB,42564214,2026,Front Oncol,Real-world treatment patterns and outcomes of chemo-immunotherapy with or without radiotherapy in extensive-stage small cell lung cancer: the durvalumab expanded access cohort.,PubMed
DURVALUMAB,42523863,2026,Ther Adv Med Oncol,Immunotherapy and the novel therapeutic development for small-cell lung cancer.,PubMed
DURVALUMAB,42518016,2026 Jul 28,Oncol Ther,Ceralasertib Plus Durvalumab in Chinese Patients with Advanced Solid Tumors: A Nonrandomized Clinical Trial.,PubMed
DURVALUMAB,42500959,2026 Jan-Dec,Technol Cancer Res Treat,Efficacy and Safety of Olaparib Combined With Cediranib in the Treatment of Ovarian Cancer: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,PubMed
DURVALUMAB,42497397,2026 Jul-Aug 01,Cancer J,Optimizing the Care of Patients With Locally Advanced NSCLC With Multimodality Therapy.,PubMed
DURVALUMAB,42485604,2026 Jul 22,JCO Oncol Pract,Comparative Risk of Cardiovascular Hospitalization With Immune Checkpoint Inhibitors Versus Chemotherapy.,PubMed
DURVALUMAB,42482754,2026,Front Oncol,Case Report: immune checkpoint inhibitor-associated aseptic meningitis in lung cancer: two cases illustrating an exclusion-based diagnosis approach and stepwise immunosuppressive treatment.,PubMed
DURVALUMAB,42434745,2026,Front Oncol,Optimal treatment strategies for unresectable stage III EGFR-mutated non-small cell lung cancer: a systematic review and Bayesian network meta-analysis.,PubMed
DURVALUMAB,42413329,2026 Jul,ESMO Open,Efficacy and safety of durvalumab plus gemcitabine-cisplatin in combined hepatocellular-cholangiocarcinoma versus cholangiocarcinoma.,PubMed
DURVALUMAB,42406187,2026 Jul 6,Curr Oncol Rep,"Next-Generation Checkpoint Combinations: Optimizing PD-(L)1-Based Therapy Across the Advanced, Adjuvant, and Neoadjuvant Settings.",PubMed
DURVALUMAB,42402265,2026 Jul 6,J Hepatol,Durvalumab with gemcitabine-based chemotherapy regimens in advanced biliary tract cancer: primary results from the phase IIIb TOURMALINE study.,PubMed
ERLOTINIB,42560616,2026 Aug 6,Photochem Photobiol Sci,Erlotinib-conjugated iridium(III) complexes for EGFR-mediated photodynamic therapy of cancer.,PubMed
ERLOTINIB,42549682,2026 Jan-Dec,Integr Cancer Ther,JI017 Sensitizes EGFR-T790M NSCLC to Erlotinib by Extinguishing the STAT3-Survivin Axis.,PubMed
ERLOTINIB,42533459,2026 Jun,J Physiol Pharmacol,Modulation of erlotinib activity by supramolecular and nanoscale interactions in pancreatic cancer cells.,PubMed
ERLOTINIB,42523073,2026 Jul 29,J Biomol Struct Dyn,Allosteric co-binding restores tyrosine kinase inhibitor affinity in T790M-mutant EGFR through conformational reprogramming.,PubMed
ERLOTINIB,42519574,2026 Sep 8,Mol Ther Nucleic Acids,Development of gemcitabine-modified multimodal miR-129 mimic as a novel therapeutic in non-small cell lung cancer.,PubMed
ERLOTINIB,42496703,2026 Jul 24,Naunyn Schmiedebergs Arch Pharmacol,Drug-specific timing and fatality patterns of EGFR-TKI-associated interstitial lung disease in NSCLC-related JADER reports.,PubMed
ERLOTINIB,42492401,2026 Jul 23,Biomed Pharmacother,Tailoring pH-responsive charge-conversional interfaces in ionizable lipid-based nanoliposomes for synchronized co-delivery and synergistic therapy of triple-negative breast cancer.,PubMed
ERLOTINIB,42456089,2026 Jun 9,J Clin Oncol,Adjuvant Chemotherapy ± Chemoradiotherapy for Adenocarcinoma of the Pancreatic Head: Results of the Radiotherapy Random Assignment of NRG Oncology/RTOG 0848.,PubMed
ERLOTINIB,42441803,2026 Jul 13,Tissue Barriers,Erlotinib impairs epidermal tight junction and barrier integrity by inhibiting EGFR and Src and affects maturation of cell-cell junctions in human and mouse keratinocytes.,PubMed
ERLOTINIB,42396714,2026 Aug,Basic Clin Pharmacol Toxicol,Using Pharmacovigilance Data for Signal Detection of Drug Interactions for Rosuvastatin.,PubMed
ERLOTINIB,42336028,2026 Aug 1,Chem Biol Interact,Identification of antiproliferative nogalamycin series as potent inhibitors of EGFR tyrosine kinase: An in vitro and computational study.,PubMed
ERLOTINIB,42310188,2026 Jun 17,Pharm Res,Transdermal Ionic Liquid Gel of Erlotinib for Localized Breast Cancer Therapy.,PubMed
ERLOTINIB,42308452,2026 Jun,JCO Glob Oncol,Integrating Metronomic Therapy With Standard Chemotherapy in Advanced Unresectable Head and Neck Cancer: A Randomized Trial Addressing Global Cancer Care Equity (METRO PLUS).,PubMed
ERLOTINIB,42302327,2026 Sep,Neoplasia,Hypoxia-activated PROTAC for dual inhibition of FAK and EGFR enables synergistic mechano-chemical cancer therapy.,PubMed
ERLOTINIB,42220682,2026 Apr,Cureus,Leptomeningeal Carcinomatosis During Dose-Reduced Osimertinib Therapy in Epidermal Growth Factor Receptor (EGFR) L858R-Mutated Lung Adenocarcinoma: A Case Report.,PubMed
ETOPOSIDE,42591674,2026,Ther Adv Med Oncol,Consolidative thoracic radiotherapy following first-line chemo-immunotherapy in extensive-stage small-cell lung cancer: A systematic review and meta-analysis.,PubMed
ETOPOSIDE,42591502,2026 Jul 31,Transl Cancer Res,Precision de-escalation of immunotherapy in extensive-stage small cell lung cancer: a case report on ctDNA-guided management in a long-term survivor.,PubMed
ETOPOSIDE,42591338,2026,Front Oncol,Case Report: Life-saving emergency chemotherapy in a critically ill patient with suspected metastatic testicular cancer prior to histological confirmation.,PubMed
ETOPOSIDE,42564214,2026,Front Oncol,Real-world treatment patterns and outcomes of chemo-immunotherapy with or without radiotherapy in extensive-stage small cell lung cancer: the durvalumab expanded access cohort.,PubMed
ETOPOSIDE,42559863,2026 Dec,Future Sci OA,Drug-Induced liver injury with adebrelimab: how to assess causality using the updated RUCAM?,PubMed
ETOPOSIDE,42554933,2026 Aug 5,Int J Hematol,"Efficacy and safety of the BEBM (bendamustine, etoposide, busulfan, and melphalan) conditioning regimen for autologous stem-cell transplantation in non-Hodgkin lymphoma.",PubMed
ETOPOSIDE,42525490,2026 Aug 5,J Drug Target,"Formulation and evaluation of etoposide-loaded dextran polymeric nanoparticles fabricated with hyaluronic acid for the treatment of colorectal cancer using network pharmacology, in-silico, in-vitro, and in-vivo approaches.",PubMed
ETOPOSIDE,42523863,2026,Ther Adv Med Oncol,Immunotherapy and the novel therapeutic development for small-cell lung cancer.,PubMed
ETOPOSIDE,42516366,2026,Front Immunol,Disproportionality analysis of drug-related interstitial lung disease in patients with head and neck squamous cell carcinoma: a signal mining study.,PubMed
ETOPOSIDE,42502512,2026 Jun,Cureus,Small-Cell Carcinoma of the Bladder With Concurrent High-Grade Prostate Cancer: A Case Report and Review of the Literature.,PubMed
ETOPOSIDE,42500863,2026 Sep 1,Curr Opin Oncol,Haemophagocytic lymphohistiocytosis: a life threatening complication of lymphoma.,PubMed
ETOPOSIDE,42500174,2026,Rev Bras Ginecol Obstet,Impact of different EMA/CO treatment regimens in women with gestational trophoblastic neoplasia: brazilian multicenter retrospective cohort study.,PubMed
ETOPOSIDE,42487859,2026 Jul,Pak J Med Sci,Hand-Foot Syndrome as a Rare Side Effect of Bleomycin.,PubMed
ETOPOSIDE,42475939,2026 Sep,Leuk Res,Analysis of the efficacy and safety of the IVD/EM maintenance regimen as post-remission treatment for adult patients with T-cell lymphoblastic lymphoma/leukemia.,PubMed
ETOPOSIDE,42472032,2026 Jul,Hemasphere,"Hemophagocytic lymphohistiocytosis-like syndrome after CD19-directed CAR T-cells for B-cell lymphoma and B-cell acute lymphoblastic leukemia: A LYSA, SFCE, and GRAALL study from the DESCAR-T registry.",PubMed
FLUOROURACIL,42595156,,,,PubMed
FLUOROURACIL,42585552,,,,PubMed
FLUOROURACIL,42584816,,,,PubMed
FLUOROURACIL,42576986,,,,PubMed
FLUOROURACIL,42576528,,,,PubMed
FLUOROURACIL,42573677,,,,PubMed
FLUOROURACIL,42571996,,,,PubMed
FLUOROURACIL,42571659,,,,PubMed
FLUOROURACIL,42551632,,,,PubMed
FLUOROURACIL,42565411,,,,PubMed
GEFITINIB,42560616,2026 Aug 6,Photochem Photobiol Sci,Erlotinib-conjugated iridium(III) complexes for EGFR-mediated photodynamic therapy of cancer.,PubMed
GEFITINIB,42557826,2026 Aug,Cancer Med,A Novel Aerogel Delivery System Reduces Drug Resistance for Non-Small Cell Lung Cancer Combination Therapy.,PubMed
GEFITINIB,42528513,2026,Front Oncol,Gefitinib treatment after exfoliative dermatitis induced by sequential aumolertinib and furmonertinib in lung adenocarcinoma: a case report.,PubMed
GEFITINIB,42523073,2026 Jul 29,J Biomol Struct Dyn,Allosteric co-binding restores tyrosine kinase inhibitor affinity in T790M-mutant EGFR through conformational reprogramming.,PubMed
GEFITINIB,42496703,2026 Jul 24,Naunyn Schmiedebergs Arch Pharmacol,Drug-specific timing and fatality patterns of EGFR-TKI-associated interstitial lung disease in NSCLC-related JADER reports.,PubMed
GEFITINIB,42462354,2026 Oct,Comput Biol Chem,Unveiling the potential mechanisms of gefitinib-induced neurotoxicity: A network toxicology approach.,PubMed
GEFITINIB,42461464,2026 Jul 16,Mol Divers,"Design, synthesis, and biological characterization of a hydrophobic tagging EGFR degrader for the treatment of non-small-cell lung cancer.",PubMed
GEFITINIB,42440354,2026 Jul 13,Clin Cancer Res,Osimertinib Plus Gefitinib in Patients with EGFR-Mutated Advanced Non-Small Cell Lung Cancer and EGFR (C797X) Mutation Following First-Line Osimertinib: ORCHARD.,PubMed
GEFITINIB,42390764,2026 Aug 6,Nanoscale,Exploring gefitinib to enhance endocytosis of antibodies and nucleic acid aptamers targeting EGFR in glioblastoma.,PubMed
GEFITINIB,42317078,2026 Jun,Chem Biol Drug Des,"Design, Synthesis of Novel Quinazolinone Derivatives and Evaluation of EGFR Kinase Inhibition Activity via In Vitro and In Silico Studies.",PubMed
GEFITINIB,42302550,2026 Oct,J Inorg Biochem,Dual competitive mechanisms for CYP3A4-catalyzed gefitinib oxidative defluorination: Steric-conformational coupling and enzymatic/non-enzymatic mechanistic divergence.,PubMed
GEFITINIB,42295691,2026 Jun 15,Mol Divers,Integrating machine learning-based molecular design with experimental validation for the discovery of EGFR inhibitors in lung cancer.,PubMed
GEFITINIB,42292061,2026,In Silico Pharmacol,Dual-template structure-based design of novel harmine derivatives as EGFR inhibitors for colorectal cancer therapy.,PubMed
GEFITINIB,42273826,2026 May,Ther Deliv,Exploring the potential of multiple receptors overexpressed on glioblastoma cells as biomarkers for the targeted therapy; a review.,PubMed
GEFITINIB,42267361,2026,Onco Targets Ther,Acquired BRAF-AGK Fusion Following Osimertinib Plus Savolitinib in EGFR-Mutated MET-Amplified Non-Small-Cell Lung Cancer: Durable Response to Gefitinib and Trametinib in a Case Report.,PubMed
GEMCITABINE,42591647,2026 Jul 31,Transl Cancer Res,Real-world retrospective cohort study of three conversion therapy regimens for unresectable locally advanced pancreatic cancer: a single-center 5-year analysis focused on conversion resection rate and survival outcomes.,PubMed
GEMCITABINE,42591444,2026 Jul 31,Transl Cancer Res,Transcriptomic and experimental validation identify biomarkers and regulatory mechanisms associated with the aryl hydrocarbon receptor in nasopharyngeal carcinoma.,PubMed
GEMCITABINE,42581755,2026 Aug 12,Int J Cancer,"Outcomes of Cisplatin, Gemcitabine, and Durvalumab According to TOPAZ-1 Study Eligibility: A Large Global Analysis in a Real-World Setting.",PubMed
GEMCITABINE,42576557,2026 Jul 29,Curr Comput Aided Drug Des,Molecular Docking and Pharmacological In Silico Evaluation of Genistein and Hematoxylin as Promising Ribonucleotide Reductase-targeted Therapies for Cancer.,PubMed
GEMCITABINE,42573560,2026 Aug 10,Adv Sci (Weinh),Ferroptosis Suppression by the M(6)A Reader IGF2BP1 Underlies Gemcitabine Resistance in Pancreatic Ductal Adenocarcinoma.,PubMed
GEMCITABINE,42571456,2026 Oct,Adv Radiat Oncol,Neoadjuvant Early Stereotactic Body Radiation Therapy Followed by Chemoimmunotherapy in Borderline Resectable and Locally Advanced Pancreatic Cancer.,PubMed
GEMCITABINE,42551842,2026 Aug 4,Aktuelle Urol,Comparison of Sex-Specific Treatment Outcomes in Clinical Trials and Subsequent Real-World Data on Systemic Therapies for Urothelial Carcinoma: A Systematic Review.,PubMed
GEMCITABINE,42564814,2026,Case Rep Cardiol,The Dyspnea Dilemma: Immune Checkpoint Inhibitor-Associated Myocarditis Mimicking Overlapping Cardiac Pathologies-A Case Report.,PubMed
GEMCITABINE,42559568,2026 Jan-Dec,Case Rep Ophthalmol,Nab-Paclitaxel-Induced Cystoid Macular Edema with Minimal Fluorescein Leakage: A Case Report of Two Patients from a Tertiary Referral Center.,PubMed
GEMCITABINE,42547565,2026 Aug 3,Dermatologie (Heidelb),[Gemcitabine-induced toxic epidermal necrolysis in a patient with mycosis fungoides].,PubMed
GEMCITABINE,42546408,2026 Aug 3,Biomed Pharmacother,Paclitaxel-loaded nanostructured lipid carriers surface-functionalized with N6L for pancreatic cancer.,PubMed
GEMCITABINE,42537449,2026 Jul 24,Bioorg Chem,Intravenous pharmacologic ascorbate as a redox modulator and chemosensitizer in targeted Cancer therapies.,PubMed
GEMCITABINE,42533459,2026 Jun,J Physiol Pharmacol,Modulation of erlotinib activity by supramolecular and nanoscale interactions in pancreatic cancer cells.,PubMed
GEMCITABINE,42526071,2026 Jul 24,Eur J Med Chem,"Design, synthesis, and biological evaluation of pyrrolo[2,3-c]pyridin-7-one derivatives as PKMYT1 inhibitors targeting CCNE1-amplified cancers.",PubMed
GEMCITABINE,42523119,2026 Jul 29,Lab Chip,EPGD co-delivery of doxorubicin and gemcitabine enhances activity in EpCAM-high tumour models with lower renal injury-associated readouts in a microfluidic co-culture platform.,PubMed
IFOSFAMIDE,42591338,2026,Front Oncol,Case Report: Life-saving emergency chemotherapy in a critically ill patient with suspected metastatic testicular cancer prior to histological confirmation.,PubMed
IFOSFAMIDE,42531374,2026 Jul 30,Clin Cancer Res,Feasibility and activity of concurrent neoadjuvant chemotherapy and radiation therapy in patients with high-risk soft tissue sarcoma.,PubMed
IFOSFAMIDE,42527384,2026 Jul 29,Pediatr Blood Cancer,"The VIVA Regimen (Vinorelbine, Ifosfamide, Vincristine, and Actinomycin-D) for High-Risk Rhabdomyosarcoma: Feasibility and Outcomes From a Single-Institution Study.",PubMed
IFOSFAMIDE,42514042,2026 Jul 14,Microorganisms,Gallic Acid Attenuates Ifosfamide-Induced Gut Microbiota Dysbiosis: A Full-Length 16S rRNA Amplicon Sequencing Study.,PubMed
IFOSFAMIDE,42483493,2026,Case Rep Oncol Med,Successful Sequential Multimodal Therapy for Lingual Rhabdomyosarcoma in a Young Adult: Case Report.,PubMed
IFOSFAMIDE,42475939,2026 Sep,Leuk Res,Analysis of the efficacy and safety of the IVD/EM maintenance regimen as post-remission treatment for adult patients with T-cell lymphoblastic lymphoma/leukemia.,PubMed
IFOSFAMIDE,42453859,2026 Jul,IJU Case Rep,Successful Treatment of Primary Mediastinal Seminoma With Radiotherapy Following Chemotherapy Under a Bloodless Treatment Policy Based on Patient's Religious Sentiments.,PubMed
IFOSFAMIDE,42430569,2026 Jul,Hematol Oncol,"Intensified Rituximab, Methotrexate, Procarbazine, and Cytarabine (R-MPVA) Regimen With Sequential Addition of Etoposide to R-MPV and Ifosfamide to R-AraC for Newly Diagnosed Primary CNS Lymphoma Patients Aged Between 60 and 70 Years: An LOC Network Study.",PubMed
IFOSFAMIDE,42407003,2026 Jul 6,JCO Oncol Pract,Evaluation of the Feasibility and Safety of Ifosfamide-Based Chemotherapy Regimens for Sarcomas in the Outpatient Setting.,PubMed
IFOSFAMIDE,42330383,2026,Medicina (B Aires),[Ifosfamide-induced neurotoxicity. Clinical characteristics in a pediatric case series].,PubMed
IFOSFAMIDE,42281714,2026 May,Cureus,A Case of Primary Renal Ewing Sarcoma With Metastatic Presentation and Review of Multimodal Management.,PubMed
IFOSFAMIDE,42223602,2026 Jun 1,Strahlenther Onkol,"Head and neck NUT carcinoma-radiotherapy dose, chemotherapy choice, and outcomes: lessons from a 7-year complete remission.",PubMed
IFOSFAMIDE,42220769,2026 Apr,Cureus,A Rare Presentation of Alveolar Rhabdomyosarcoma of the Sinonasal and Nasopharyngeal Region With Bone Marrow Metastasis.,PubMed
IFOSFAMIDE,42181466,2026 Apr,Cureus,Complete Metabolic Remission in Metastatic BCOR-Altered Undifferentiated Round Cell Sarcoma Following Sequential Multimodal Therapy With Vincristine-Doxorubicin-Cyclophosphamide (VDC) Chemotherapy and Pazopanib Maintenance: A Case Report.,PubMed
IFOSFAMIDE,42139822,2026 Jun 18,Eur J Cancer,The long-term efficacy and safety of high-dose chemotherapy with autologous stem cell transplantation in the treatment of primary central nervous system lymphoma: A real-world report from the Polish Lymphoma Research Group.,PubMed
IMATINIB,42584649,,,,PubMed
IMATINIB,42528802,,,,PubMed
IMATINIB,42528110,,,,PubMed
IMATINIB,42486531,,,,PubMed
IMATINIB,42478751,,,,PubMed
IMATINIB,42473481,,,,PubMed
IMATINIB,42470033,,,,PubMed
IMATINIB,42458108,,,,PubMed
IMATINIB,42445105,,,,PubMed
IMATINIB,42437405,,,,PubMed
IPILIMUMAB,42594052,2026 Aug 13,Clin Cancer Res,Phase II trial of First-Line Axitinib Plus Nivolumab in Patients with Advanced Mucosal Melanoma.,PubMed
IPILIMUMAB,42583023,2026 Sep,ESMO Gastrointest Oncol,Dual versus single-agent immune checkpoint inhibitor therapy in microsatellite instability-high metastatic colorectal cancer: an analysis based on reconstructed patient data.,PubMed
